[Captain/0, Peasant/0, Hero/3, Hero/3, Hero/3, Hero/3, Queen/3] = 15 - [Hero/3, Soldier/1, Potter/1, Potter/1, Potter/1, Potter/1, Shaman/7] = 15
[Hero/0, Hero/0, Hero/0, Hero/0, Queen/3] = 3 - [Hero/0, Traitor/1, Mage/8, Thief/-1, Thief/-1, Thief/-1, Thief/-1, Thief/-1, Thief/-1] = 3
[Hero/0, Hero/0, Hero/0, Hero/0, Shaman/4, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3] = 19 - [Hero/3, Hero/3, Hero/3, Shaman/10] = 19
[Hero/0, Hero/0, Hero/0, Hero/0, Shaman/6, Queen/3, Queen/3, Queen/3] = 15 - [Hero/3, Hero/3, Hero/3, Peasant/0, Queen/3, Queen/3] = 15
[Hero/0, Hero/0, Hero/0, Hero/0, Shaman/7, Queen/3, Queen/3] = 13 - [Hero/3, Hero/3, Hero/3, Thief/-1, Thief/-1, Thief/-1, Shaman/7] = 13
[Hero/0, Hero/0, Hero/0, Mage/5, Mage/5, Shaman/7, Queen/3] = 20 - [Hero/3, Captain/2, Peasant/2, Peasant/2, Peasant/2, Peasant/2, Shaman/7] = 20
[Hero/0, Hero/0, Hero/0, Mage/6, Queen/3, Queen/3, Queen/3] = 15 - [Hero/0, Traitor/1, Mage/6, Peasant/2, Peasant/2, Peasant/2, Peasant/2] = 15
[Hero/0, Hero/0, Hero/0, Mage/6, Queen/3, Queen/3, Queen/3] = 15 - [Hero/3, Hero/3, Hero/3, Peasant/0, Peasant/0, Queen/3, Queen/3] = 15
[Hero/0, Hero/0, Hero/0, Mage/6, Queen/3, Queen/3, Queen/3] = 15 - [Hero/3, Hero/3, Hero/3, Potter/0, Potter/0, Queen/3, Queen/3] = 15
[Hero/0, Hero/0, Hero/0, Mage/6, Queen/3, Queen/3, Queen/3] = 15 - [Hero/3, Hero/3, Hero/3, Scribe/0, Scribe/0, Queen/3, Queen/3] = 15
[Hero/0, Hero/0, Hero/0, Mage/6, Queen/3, Queen/3, Queen/3] = 15 - [Hero/3, Hero/3, Hero/3, Thief/0, Thief/0, Queen/3, Queen/3] = 15
[Hero/0, Hero/0, Hero/0, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3] = 15 - [Hero/0, Hero/3, Traitor/1, Mage/5, Queen/3, Queen/3] = 15
[Hero/0, Hero/0, Hero/0, Queen/3, Queen/3, Queen/3, Queen/3] = 12 - [Hero/0, Hero/3, Captain/2, Traitor/1, Peasant/2, Peasant/2, Peasant/2] = 12
[Hero/0, Hero/0, Hero/0, Queen/3, Queen/3, Queen/3, Queen/3] = 12 - [Hero/3, Captain/2, Captain/2, Captain/2, Thief/0, Thief/0, Queen/3] = 12
[Hero/0, Hero/0, Hero/0, Queen/3, Queen/3, Queen/3] = 9 - [Captain/0, Captain/0, Captain/0, Captain/0, Scribe/0, Queen/3, Queen/3, Queen/3] = 9
[Hero/0, Hero/0, Hero/0, Queen/3, Queen/3, Queen/3] = 9 - [Hero/3, Hero/3, Captain/0, Captain/0, Peasant/0, Peasant/0, Scribe/0, Queen/3] = 9
[Hero/0, Hero/0, Hero/0, Queen/3, Queen/3] = 6 - [Hero/3, Captain/0, Captain/0, Captain/0, Peasant/0, Peasant/0, Peasant/0, Peasant/0, Queen/3] = 6
[Hero/0, Hero/0, Hero/0, Queen/3] = 3 - [Captain/0, Captain/0, Captain/0, Captain/0, Peasant/0, Peasant/0, Peasant/0, Peasant/0, Peasant/0, Queen/3] = 3
[Hero/0, Hero/0, Hero/0, Queen/3] = 3 - [Captain/0, Captain/0, Captain/0, Captain/0, Peasant/0, Peasant/0, Peasant/0, Peasant/0, Scribe/0, Queen/3] = 3
[Hero/0, Hero/0, Hero/0, Shaman/7, Queen/3, Queen/3, Queen/3] = 16 - [Hero/0, Captain/2, Captain/2, Traitor/1, Peasant/2, Peasant/2, Shaman/7] = 16
[Hero/0, Hero/0, Hero/0, Shaman/8, Shaman/8, Queen/3] = 19 - [Hero/0, Hero/0, Traitor/1, Traitor/1, Peasant/2, Shaman/6, Shaman/6, Queen/3] = 19
[Hero/0, Hero/0, Hero/0, Shaman/8, Shaman/8, Queen/3] = 19 - [Hero/0, Traitor/1, Traitor/1, Traitor/1, Peasant/2, Peasant/2, Shaman/6, Shaman/6] = 19
[Hero/0, Hero/0, Hero/0, Shaman/8, Shaman/8, Queen/3] = 19 - [Hero/3, Captain/0, Captain/0, Mage/7, Peasant/0, Peasant/0, Shaman/6, Queen/3] = 19
[Hero/0, Hero/0, Hero/3, Hero/3, Hero/3, Traitor/1, Traitor/1, Scribe/1, Queen/3] = 15 - [Queen/3, Queen/3, Queen/3, Queen/3, Queen/3] = 15
[Hero/0, Hero/0, Hero/3, Hero/3, Hero/3, Traitor/1, Traitor/1, Shaman/4, Shaman/4, Shaman/4] = 23 - [Peasant/0, Shaman/10, Shaman/10, Queen/3] = 23
[Hero/0, Hero/0, Hero/3, Hero/3, Hero/3, Traitor/1, Traitor/1, Thief/-1, Thief/-1, Shaman/1, Shaman/1, Shaman/1, Shaman/1] = 13 - [Shaman/13] = 13
[Hero/0, Hero/0, Hero/3, Hero/3, Traitor/1, Traitor/1, Shaman/4, Shaman/4, Queen/3, Queen/3] = 22 - [Hero/3, Thief/-1, Shaman/10, Shaman/10] = 22
[Hero/0, Hero/0, Hero/3, Hero/3, Traitor/1, Traitor/1, Shaman/4, Shaman/4, Shaman/4, Queen/3] = 23 - [Mage/0, Shaman/10, Shaman/10, Queen/3] = 23
[Hero/0, Hero/0, Traitor/1, Traitor/1, Traitor/1, Queen/3, Queen/3, Queen/3] = 12 - [Hero/3, Hero/3, Scribe/0, Scribe/0, Queen/3, Queen/3] = 12
[Hero/0, Hero/3, Hero/3, Captain/2, Captain/2, Traitor/1, Scribe/2, Scribe/2] = 15 - [Hero/0, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3] = 15
[Hero/0, Hero/3, Hero/3, Hero/3, Captain/2, Traitor/1, Mage/6] = 18 - [Shaman/0, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3] = 18
[Hero/0, Hero/3, Hero/3, Hero/3, Captain/2, Traitor/1, Peasant/2, Shaman/5, Shaman/5] = 24 - [Hero/0, Shaman/9, Shaman/9, Queen/3, Queen/3] = 24
[Hero/0, Hero/3, Hero/3, Hero/3, Captain/2, Traitor/1, Scribe/1, Scribe/1, Shaman/3, Shaman/3, Queen/3] = 23 - [Traitor/1, Shaman/11, Shaman/11] = 23
[Hero/0, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Traitor/1, Thief/-1, Shaman/3, Shaman/3, Shaman/3] = 24 - [Peasant/2, Shaman/11, Shaman/11] = 24
[Hero/0, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Traitor/1, Thief/-1] = 15 - [Thief/0, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3] = 15
[Hero/0, Hero/3, Hero/3, Hero/3, Hero/3, Traitor/1, Peasant/2, Peasant/2, Peasant/2, Shaman/4] = 23 - [Mage/0, Shaman/10, Shaman/10, Queen/3] = 23
[Hero/0, Hero/3, Hero/3, Hero/3, Hero/3, Traitor/1, Peasant/2, Scribe/2, Scribe/2, Shaman/4] = 23 - [Mage/0, Shaman/10, Shaman/10, Queen/3] = 23
[Hero/0, Hero/3, Hero/3, Hero/3, Hero/3, Traitor/1, Queen/3] = 16 - [Traitor/1, Thief/0, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3] = 16
[Hero/0, Hero/3, Hero/3, Hero/3, Hero/3, Traitor/1, Scribe/1] = 14 - [Hero/3, Peasant/2, Peasant/2, Peasant/2, Peasant/2, Scribe/0, Queen/3] = 14
[Hero/0, Hero/3, Hero/3, Hero/3, Hero/3, Traitor/1, Shaman/6, Shaman/6] = 25 - [Hero/0, Shaman/8, Shaman/8, Queen/3, Queen/3, Queen/3] = 25
[Hero/0, Hero/3, Hero/3, Hero/3, Hero/3, Traitor/1, Thief/-1, Shaman/3, Shaman/3, Shaman/3, Shaman/3] = 24 - [Mage/2, Shaman/11, Shaman/11] = 24
[Hero/0, Hero/3, Hero/3, Hero/3, Hero/3, Traitor/1, Thief/-1, Shaman/4, Shaman/4, Shaman/4] = 24 - [Captain/2, Peasant/2, Shaman/10, Shaman/10] = 24
[Hero/0, Hero/3, Hero/3, Hero/3, Hero/3, Traitor/1, Thief/-1, Thief/-1] = 11 - [Traitor/1, Peasant/2, Peasant/2, Peasant/2, Scribe/2, Scribe/2] = 11
[Hero/0, Hero/3, Hero/3, Hero/3, Hero/3, Traitor/1, Thief/-1, Thief/-1] = 11 - [Traitor/1, Peasant/2, Scribe/2, Scribe/2, Scribe/2, Scribe/2] = 11
[Hero/0, Hero/3, Hero/3, Hero/3, Hero/3, Traitor/1] = 13 - [Traitor/1, Potter/1, Potter/1, Peasant/2, Peasant/2, Peasant/2, Scribe/2, Scribe/2] = 13
[Hero/0, Hero/3, Hero/3, Hero/3, Hero/3, Traitor/1] = 13 - [Traitor/1, Potter/1, Potter/1, Peasant/2, Scribe/2, Scribe/2, Scribe/2, Scribe/2] = 13
[Hero/0, Hero/3, Hero/3, Hero/3, Traitor/1, Mage/8, Peasant/2, Shaman/5, Shaman/5] = 30 - [Hero/0, Shaman/9, Shaman/9, Shaman/9, Queen/3] = 30
[Hero/0, Hero/3, Hero/3, Hero/3, Traitor/1, Mage/9, Shaman/4, Shaman/4, Queen/3, Queen/3] = 33 - [Mage/3, Shaman/10, Shaman/10, Shaman/10] = 33
[Hero/0, Hero/3, Hero/3, Hero/3, Traitor/1, Peasant/2, Peasant/2, Peasant/2] = 16 - [Hero/3, Mage/5, Peasant/2, Peasant/2, Peasant/2, Peasant/2] = 16
[Hero/0, Hero/3, Hero/3, Hero/3, Traitor/1, Potter/1, Queen/3, Queen/3] = 17 - [Hero/0, Hero/0, Shaman/8, Queen/3, Queen/3, Queen/3] = 17
[Hero/0, Hero/3, Hero/3, Hero/3, Traitor/1, Potter/1, Queen/3, Queen/3] = 17 - [Hero/0, Mage/5, Queen/3, Queen/3, Queen/3, Queen/3] = 17
[Hero/0, Hero/3, Hero/3, Hero/3, Traitor/1, Thief/-1, Shaman/4, Shaman/4, Shaman/4, Shaman/4] = 25 - [Captain/2, Mage/3, Shaman/10, Shaman/10] = 25
[Hero/0, Hero/3, Hero/3, Hero/3, Traitor/1, Thief/-1, Shaman/5, Shaman/5, Shaman/5] = 24 - [Captain/2, Captain/2, Peasant/2, Shaman/9, Shaman/9] = 24
[Hero/0, Hero/3, Hero/3, Hero/3, Traitor/1] = 10 - [Captain/2, Traitor/1, Potter/1, Scribe/1, Scribe/1, Scribe/1, Scribe/1, Scribe/1, Scribe/1] = 10
[Hero/0, Hero/3, Hero/3, Hero/3, Traitor/1] = 10 - [Hero/3, Hero/3, Scribe/1, Thief/0, Thief/0, Thief/0, Thief/0, Thief/0, Queen/3] = 10
[Hero/0, Hero/3, Hero/3, Traitor/1, Peasant/2, Peasant/2, Queen/3, Queen/3] = 17 - [Hero/0, Mage/4, Mage/4, Queen/3, Queen/3, Queen/3] = 17
[Hero/0, Hero/3, Hero/3, Traitor/1, Peasant/2, Peasant/2, Scribe/1] = 12 - [Hero/3, Hero/3, Hero/3, Scribe/0, Scribe/0, Scribe/0, Queen/3] = 12
[Hero/0, Hero/3, Hero/3, Traitor/1, Potter/1, Potter/1, Potter/1, Potter/1, Potter/1] = 12 - [Hero/3, Hero/3, Hero/3, Potter/0, Queen/3] = 12
[Hero/0, Hero/3, Hero/3, Traitor/1, Scribe/1, Scribe/1, Queen/3] = 12 - [Hero/0, Hero/0, Hero/0, Queen/3, Queen/3, Queen/3, Queen/3] = 12
[Hero/0, Hero/3, Hero/3, Traitor/1, Scribe/1, Scribe/1, Scribe/1, Scribe/1, Scribe/1] = 12 - [Hero/0, Hero/0, Hero/0, Shaman/9, Queen/3] = 12
[Hero/0, Hero/3, Hero/3, Traitor/1, Scribe/1, Scribe/1, Scribe/1, Scribe/1, Scribe/1] = 12 - [Hero/3, Hero/3, Hero/3, Scribe/0, Queen/3] = 12
[Hero/0, Hero/3, Hero/3, Traitor/1, Scribe/2, Scribe/2, Scribe/2, Scribe/2] = 15 - [Hero/3, Hero/3, Hero/3, Scribe/2, Scribe/2, Scribe/2] = 15
[Hero/0, Hero/3, Traitor/1, Mage/6, Queen/3, Queen/3, Queen/3] = 19 - [Hero/3, Hero/3, Mage/6, Peasant/2, Peasant/2, Peasant/2, Scribe/1] = 19
[Hero/0, Hero/3, Traitor/1, Mage/7, Shaman/6, Shaman/6, Shaman/6, Shaman/6] = 35 - [Hero/3, Hero/3, Mage/5, Shaman/8, Shaman/8, Shaman/8] = 35
[Hero/0, Mage/7, Hero/0, Hero/0, Hero/0, Shaman/6, Shaman/6, Queen/3] = 22 - [Cursed/-1, Mage/5, Potter/1, Potter/1, Shaman/8, Shaman/8] = 22
[Hero/3, Cursed/-1, Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Potter/1] = 16 - [Traitor/1, Potter/1, Scribe/2, Scribe/2, Scribe/2, Shaman/8] = 16
[Hero/3, Cursed/-1, Hero/3, Hero/3, Hero/3, Hero/3, Scribe/2, Thief/-1] = 15 - [Hero/0, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3] = 15
[Hero/3, Cursed/-1, Hero/3, Hero/3, Hero/3, Hero/3] = 14 - [Hero/3, Potter/0, Potter/0, Scribe/2, Scribe/2, Scribe/2, Scribe/2, Queen/3] = 14
[Hero/3, Cursed/-1, Hero/3, Hero/3, Hero/3, Scribe/1, Scribe/1] = 13 - [Mage/5, Mage/5, Scribe/0, Scribe/0, Scribe/0, Scribe/0, Queen/3] = 13
[Hero/3, Cursed/-1, Hero/3, Hero/3, Hero/3, Thief/-1, Shaman/4, Shaman/4, Shaman/4, Shaman/4] = 26 - [Hero/3, Mage/3, Shaman/10, Shaman/10] = 26
[Hero/3, Cursed/-1, Hero/3, Hero/3, Hero/3, Thief/-1, Thief/-1] = 9 - [Captain/2, Traitor/1, Potter/1, Potter/1, Potter/1, Potter/1, Peasant/2] = 9
[Hero/3, Cursed/-1, Hero/3, Hero/3, Hero/3, Thief/-1] = 10 - [Captain/2, Traitor/1, Potter/1, Potter/1, Potter/1, Potter/1, Potter/1, Peasant/2] = 10
[Hero/3, Cursed/-1, Hero/3, Hero/3, Hero/3] = 11 - [Captain/2, Traitor/1, Potter/1, Potter/1, Potter/1, Potter/1, Potter/1, Potter/1, Peasant/2] = 11
[Hero/3, Cursed/-1, Hero/3, Mage/6, Mage/6, Peasant/2, Peasant/2, Shaman/6] = 27 - [Hero/0, Hero/0, Shaman/8, Shaman/8, Shaman/8, Queen/3] = 27
[Hero/3, Cursed/-1, Hero/3, Potter/1, Potter/1, Thief/-1, Thief/-1, Shaman/6] = 11 - [Hero/0, Hero/0, Hero/0, Hero/0, Shaman/8, Queen/3] = 11
[Hero/3, Cursed/-1, Hero/3, Scribe/1, Scribe/1, Scribe/1, Scribe/1] = 9 - [Hero/0, Hero/0, Hero/0, Hero/0, Queen/3, Queen/3, Queen/3] = 9
[Hero/3, Cursed/0, Hero/3, Hero/3, Hero/3, Hero/3, Queen/3] = 18 - [Traitor/0, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3] = 18
[Hero/3, Cursed/0, Hero/3, Thief/0, Queen/3, Queen/3, Queen/3] = 15 - [Hero/0, Hero/0, Hero/0, Mage/6, Queen/3, Queen/3, Queen/3] = 15
[Hero/3, Hero/3, Captain/2, Captain/2, Captain/2, Captain/2, Peasant/2, Thief/-1] = 15 - [Hero/3, Thief/0, Queen/3, Queen/3, Queen/3, Queen/3] = 15
[Hero/3, Hero/3, Captain/2, Captain/2, Captain/2, Peasant/2, Scribe/1] = 15 - [Hero/3, Hero/3, Scribe/0, Scribe/0, Queen/3, Queen/3, Queen/3] = 15
[Hero/3, Hero/3, Captain/2, Captain/2, Captain/2, Shaman/5, Shaman/5, Shaman/5, Shaman/5] = 32 - [Hero/3, Captain/2, Shaman/9, Shaman/9, Shaman/9] = 32
[Hero/3, Hero/3, Captain/2, Captain/2, Potter/1, Potter/1, Potter/1, Potter/1, Potter/1] = 15 - [Hero/3, Captain/0, Captain/0, Shaman/9, Queen/3] = 15
[Hero/3, Hero/3, Captain/2, Mage/6, Mage/6, Peasant/2, Thief/-1, Shaman/6] = 27 - [Hero/0, Hero/0, Shaman/8, Shaman/8, Shaman/8, Queen/3] = 27
[Hero/3, Hero/3, Hero/3, Captain/0, Captain/0, Captain/0, Peasant/0, Peasant/0, Shaman/4, Queen/3] = 16 - [Hero/0, Shaman/10, Queen/3, Queen/3] = 16
[Hero/3, Hero/3, Hero/3, Captain/0, Captain/0, Captain/0, Peasant/0, Scribe/0, Shaman/4, Queen/3] = 16 - [Hero/0, Shaman/10, Queen/3, Queen/3] = 16
[Hero/3, Hero/3, Hero/3, Captain/0, Captain/0, Captain/0, Shaman/3, Queen/3, Queen/3, Queen/3, Queen/3] = 24 - [Captain/2, Shaman/11, Shaman/11] = 24
[Hero/3, Hero/3, Hero/3, Captain/0, Mage/6, Queen/3, Queen/3] = 21 - [Hero/0, Mage/6, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3] = 21
[Hero/3, Hero/3, Hero/3, Captain/0, Queen/3] = 12 - [Hero/3, Hero/3, Captain/2, Potter/1, Scribe/1, Scribe/1, Scribe/1, Scribe/1, Thief/-1] = 12
[Hero/3, Hero/3, Hero/3, Captain/0, Shaman/5, Queen/3, Queen/3, Queen/3, Queen/3] = 26 - [Hero/3, Hero/3, Captain/2, Shaman/9, Shaman/9] = 26
[Hero/3, Hero/3, Hero/3, Captain/2, Captain/2, Captain/2, Captain/2, Potter/1] = 18 - [Queen/3, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3] = 18
[Hero/3, Hero/3, Hero/3, Captain/2, Captain/2, Captain/2, Peasant/2, Peasant/2, Peasant/2, Peasant/2] = 23 - [Hero/0, Shaman/10, Shaman/10, Queen/3] = 23
[Hero/3, Hero/3, Hero/3, Captain/2, Captain/2, Captain/2, Potter/0, Peasant/2, Queen/3, Queen/3] = 23 - [Hero/0, Shaman/10, Shaman/10, Queen/3] = 23
[Hero/3, Hero/3, Hero/3, Captain/2, Captain/2, Captain/2, Shaman/5, Shaman/5, Shaman/5] = 30 - [Hero/0, Shaman/9, Shaman/9, Shaman/9, Queen/3] = 30
[Hero/3, Hero/3, Hero/3, Captain/2, Captain/2, Shaman/5, Shaman/5, Shaman/5, Shaman/5] = 33 - [Hero/3, Hero/3, Shaman/9, Shaman/9, Shaman/9] = 33
[Hero/3, Hero/3, Hero/3, Captain/2, Peasant/2, Peasant/2, Peasant/2, Peasant/2] = 19 - [Hero/0, Hero/0, Hero/0, Shaman/8, Shaman/8, Queen/3] = 19
[Hero/3, Hero/3, Hero/3, Captain/2, Peasant/2, Peasant/2, Scribe/1] = 16 - [Hero/0, Hero/3, Traitor/1, Queen/3, Queen/3, Queen/3, Queen/3] = 16
[Hero/3, Hero/3, Hero/3, Captain/2, Peasant/2, Peasant/2, Shaman/6, Shaman/6] = 27 - [Hero/0, Mage/4, Mage/4, Shaman/8, Shaman/8, Queen/3] = 27
[Hero/3, Hero/3, Hero/3, Captain/2, Scribe/0, Scribe/0, Queen/3, Queen/3, Queen/3] = 20 - [Hero/3, Hero/3, Mage/4, Scribe/1, Shaman/9] = 20
[Hero/3, Hero/3, Hero/3, Captain/2, Scribe/1, Shaman/7, Shaman/7] = 26 - [Hero/3, Hero/3, Hero/3, Scribe/0, Shaman/7, Shaman/7, Queen/3] = 26
[Hero/3, Hero/3, Hero/3, Captain/2, Scribe/1] = 12 - [Hero/3, Hero/3, Hero/3, Scribe/0, Scribe/0, Scribe/0, Scribe/0, Scribe/0, Queen/3] = 12
[Hero/3, Hero/3, Hero/3, Captain/2, Shaman/7, Shaman/7, Shaman/7] = 32 - [Hero/0, Hero/3, Traitor/1, Shaman/7, Shaman/7, Shaman/7, Shaman/7] = 32
[Hero/3, Hero/3, Hero/3, Captain/2, Shaman/8, Shaman/8] = 27 - [Hero/0, Hero/0, Hero/0, Shaman/6, Shaman/6, Shaman/6, Shaman/6, Queen/3] = 27
[Hero/3, Hero/3, Hero/3, Captain/2, Thief/0, Thief/0, Queen/3, Queen/3] = 17 - [Hero/0, Mage/4, Mage/4, Queen/3, Queen/3, Queen/3] = 17
[Hero/3, Hero/3, Hero/3, Hero/3, Captain/0, Captain/0, Queen/3] = 15 - [Hero/3, Potter/1, Potter/1, Potter/1, Potter/1, Potter/1, Shaman/7] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Captain/0, Captain/0, Shaman/0, Shaman/0, Shaman/0, Shaman/0, Shaman/0, Queen/3] = 15 - [Hero/3, Shaman/12] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Captain/2, Captain/2, Potter/0, Peasant/2, Peasant/2, Queen/3] = 23 - [Hero/0, Shaman/10, Shaman/10, Queen/3] = 23
[Hero/3, Hero/3, Hero/3, Hero/3, Captain/2, Captain/2, Scribe/1, Shaman/5, Shaman/5] = 27 - [Traitor/1, Thief/-1, Shaman/9, Shaman/9, Shaman/9] = 27
[Hero/3, Hero/3, Hero/3, Hero/3, Captain/2, Mage/6, Peasant/2] = 22 - [Hero/0, Shaman/7, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3] = 22
[Hero/3, Hero/3, Hero/3, Hero/3, Captain/2, Mage/6, Scribe/1] = 21 - [Mage/6, Scribe/0, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3] = 21
[Hero/3, Hero/3, Hero/3, Hero/3, Captain/2, Mage/8, Shaman/5, Shaman/5, Shaman/5] = 37 - [Traitor/1, Shaman/9, Shaman/9, Shaman/9, Shaman/9] = 37
[Hero/3, Hero/3, Hero/3, Hero/3, Captain/2, Mage/9, Scribe/2, Scribe/2, Scribe/2, Scribe/2] = 31 - [Traitor/1, Shaman/10, Shaman/10, Shaman/10] = 31
[Hero/3, Hero/3, Hero/3, Hero/3, Captain/2, Peasant/2, Peasant/2, Peasant/2, Scribe/1] = 21 - [Mage/0, Mage/0, Shaman/9, Shaman/9, Queen/3] = 21
[Hero/3, Hero/3, Hero/3, Hero/3, Captain/2, Peasant/2, Peasant/2, Peasant/2, Shaman/5] = 25 - [Hero/0, Mage/4, Shaman/9, Shaman/9, Queen/3] = 25
[Hero/3, Hero/3, Hero/3, Hero/3, Captain/2, Peasant/2, Thief/-1] = 15 - [Hero/0, Hero/0, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3] = 15
[Hero/3, Hero/3, Hero/3, Hero/3, Captain/2, Potter/1, Peasant/2, Peasant/2, Peasant/2] = 21 - [Hero/0, Hero/0, Shaman/9, Shaman/9, Queen/3] = 21
[Hero/3, Hero/3, Hero/3, Hero/3, Captain/2, Potter/1, Shaman/5, Shaman/5, Shaman/5] = 30 - [Captain/2, Traitor/1, Shaman/9, Shaman/9, Shaman/9] = 30
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Captain/0, Peasant/0, Queen/3, Queen/3] = 21 - [Traitor/1, Scribe/1, Scribe/1, Shaman/9, Shaman/9] = 21
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Captain/2, Captain/2, Thief/-1] = 18 - [Queen/3, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3] = 18
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Captain/2, Peasant/2, Shaman/4, Shaman/4, Shaman/4] = 31 - [Traitor/1, Shaman/10, Shaman/10, Shaman/10] = 31
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Captain/2, Potter/1] = 18 - [Captain/0, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3] = 18
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Captain/2, Potter/1] = 18 - [Hero/3, Potter/0, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3] = 18
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Captain/2, Potter/1] = 18 - [Traitor/0, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3] = 18
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Captain/2, Scribe/1] = 18 - [Traitor/0, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3] = 18
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Captain/2, Shaman/4, Shaman/4, Shaman/4, Shaman/4] = 33 - [Hero/3, Shaman/10, Shaman/10, Shaman/10] = 33
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Shaman/0, Shaman/0, Shaman/0, Shaman/0, Queen/3] = 24 - [Shaman/12, Shaman/12] = 24
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Shaman/3, Shaman/3, Shaman/3, Shaman/3] = 33 - [Shaman/11, Shaman/11, Shaman/11] = 33
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Shaman/5, Shaman/5] = 31 - [Peasant/2, Peasant/2, Shaman/9, Shaman/9, Shaman/9] = 31
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3] = 21 - [Queen/3, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3, Queen/3] = 21
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Peasant/0, Peasant/0, Queen/3] = 21 - [Traitor/1, Scribe/1, Scribe/1, Shaman/9, Shaman/9] = 21
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Potter/0, Potter/0, Scribe/2, Queen/3] = 23 - [Hero/0, Shaman/10, Shaman/10, Queen/3] = 23
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Potter/1, Potter/1, Scribe/2] = 23 - [Hero/0, Shaman/10, Shaman/10, Queen/3] = 23
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Potter/1, Thief/0, Queen/3] = 23 - [Hero/0, Shaman/10, Shaman/10, Queen/3] = 23
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Shaman/4, Shaman/4, Shaman/4] = 31 - [Traitor/1, Shaman/10, Shaman/10, Shaman/10] = 31
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Shaman/6] = 25 - [Traitor/1, Potter/1, Thief/-1, Shaman/8, Shaman/8, Shaman/8] = 25
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Potter/1, Thief/-1, Thief/-1, Shaman/3, Shaman/3] = 23 - [Traitor/1, Shaman/11, Shaman/11] = 23
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Scribe/2, Scribe/2, Scribe/2, Thief/-1] = 23 - [Traitor/1, Scribe/2, Shaman/10, Shaman/10] = 23
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Scribe/2, Scribe/2, Thief/-1, Thief/-1] = 20 - [Traitor/1, Thief/-1, Shaman/10, Shaman/10] = 20
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Scribe/2, Shaman/6] = 26 - [Traitor/1, Scribe/2, Thief/-1, Shaman/8, Shaman/8, Shaman/8] = 26
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Shaman/5, Shaman/5, Shaman/5] = 33 - [Mage/4, Peasant/2, Shaman/9, Shaman/9, Shaman/9] = 33
[Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Hero/3, Shaman/6, Shaman/6] = 30 - [Captain/2, Peasant/2, Peasant/2, Shaman/8, Shaman/8, Shaman/8] = 30
